904,"PO_REQ_SETUP_TEMPLATES","Requisition_templates","Requisition_templates",13,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
915,"PO_REQ_HEADERS","All requisition Headers","All requisition Headers",13,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
916,"PO_REQ_LINES_DETAILS","All requisition line details","All requisition line details",13,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
931,"REQ_WORKFLOW_ERRORS","Requisition Workflow Errors in Procurement","Requisition Workflow Errors in Procurement",13,"Health",,235,"Dependent",,235,"SUBCATEGORY in ('Requisition')","SUBCATEGORY in ('Requisition')","NULL","NULL"
903,"PO_RECEIVING_SETUP_OPTIONS","Recieving Setup Options","Recieving Setup Options",15,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
933,"RCV_WORKFLOW_ERRORS","Receiving Workflow Errors","Receiving Workflow Errors",15,"Health",,235,"Dependent",,235,"SUBCATEGORY in ('Receiving')","SUBCATEGORY in ('Receiving')","NULL","NULL"
917,"PO_SUPPLIER_HEADERS","All Suplier heders","All Suplier heders",16,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
918,"PO_SUPPLIER_SITES","All Supplier Sites","All Supplier Sites",16,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
919,"PO_SUPPLIER_CONTACTS","All Supplier Contacts","All Supplier Contacts",16,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
921,"PO_ASL_MISSING","Items that require Aproved supplier items to be setup and none are currently defined","Items that require Aproved supplier items to be setup and no",16,"Health",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
929,"PO_ASL_DISABLED_SUPPLIER","Active  ASL Items for a Disabled Supplier","Active  ASL Items for a Disabled Supplier",16,"Health",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
935,"SUP_WORKFLOW_ERRORS","Supplier related Workflow Errors","Supplier related Workflow Errors",16,"Health",,235,"Dependent",,235,"SUBCATEGORY in ('Supplier','iSupplier Portal')","SUBCATEGORY in ('Supplier','iSupplier Portal')","NULL","NULL"
601,"CST_INTERFACE_COUNT_STAT","CST: Cost Interface Table Check","CST: Cost Interface Table Check",19,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
602,"CST_COMP_SNAP_INTERFACE","Items in the CST_COMP_SNAP_INTERFACE  table can be deleted if cost method is standard otherwise follow fix method described","Items in the CST_COMP_SNAP_INTERFACE  table can be deleted i",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
603,"CST_DEPT_OVERHEADS_INTERFACE","Items in the CST_DEPT_OVERHEADS_INTERFACE  table ","Items in the CST_DEPT_OVERHEADS_INTERFACE  table ",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
604,"CST_ITEM_COST_INTERFACE","Items in the CST_ITEM_COSTS_INTERFACE","Interface Issues on CST_ITEM_COSTS_INTERFACE",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
605,"CST_ITEM_CST_DTLS_INTERFACE","CST_ITEM_CST_DTLS_INTERFACE is the interface table for
CST_ITEM_COST_DETAILS. This table is populated when a Copy Cost
request is submitted.","Interface Issues on CST_ITEM_CST_DTLS_INTERFACE ",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
606,"CST_PL_COST_DET_INTERFACE","CST_PL_COST_DET_INTERFACE is an open interface table used for importing periodic cost details.","Interface Issues on CST_PL_COST_DET_INTERFACE ",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
607,"CST_PC_ITEM_COST_INTERFACE","CST_PC_ITEM_COST_INTERFACE is an open interface table used for importing periodic costs.","Interface Issues on CST_PC_ITEM_COST_INTERFACE",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
608,"CST_RESOURCE_COSTS_INTERFACE","CST_RESOURCE_COSTS_INTERFACE","Interface Issues on CST_RESOURCE_COSTS_INTERFACE",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
609,"CST_RES_OVERHEADS_INTERFACE"," CST_RES_OVERHEADS_INTERFACE","Interface Issues on CST_RES_OVERHEADS_INTERFACE",19,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
610,"CST_ITEMS_NO_COST","Items with no Standard Frozen Cost","Items with no Standard Frozen Cost",19,"Health",,616,"Original",,"NULL","NULL","NULL","NULL","NULL"
611,"CST_RESOURCE_COSTS_NOT_DEFINED","CST: Resources with Standard rate checked and no standard cost defined","CST: Resources with Standard rate checked and no standard co",19,"Health",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
612,"CST_TRANSACTION_COST_ISSUE","CST: TRANSACTION ERROR COSTED FLAG","CST: TRANSACTION ERROR COSTED FLAG",19,"Health",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
613,"CST_BAD_JOBNAME_INTERFACE","CST: Update Bad Job Names in Resource Interface","CST: Update Bad Job Names in Resource Interface",19,"Stale",,542,"Original",,"NULL","NULL","NULL","NULL","NULL"
615,"CST_STD_COST_DIFF_IN_ORGS","CST: Frozen Item Cost does not match in all org","CST: Frozen Item Cost does not match in all org",19,"Health",,616,"Original",,"NULL","NULL","NULL","NULL","NULL"
616,"CST_STATS_COST_ITEMS","All Items all cost types","All Items all cost types",19,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
617,"CST_RES_COST_NOT_DEF_SUM","Resources with no standard costs defined","Resources with no standard costs defined",19,"Health",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
618,"CST_CONC_PGM_ERROR","Cost or BOM Concurrent Programs with Error or warning","Cost or BOM Concurrent Programs with Error or warning",19,"Health",,190,"Dependent",,190,"Status in ('Error', 'Warning') and Program_Application_Id in (702)","Status in ('Error', 'Warning') and Program_Application_Id in (702)","Program_Application_Id in (702)","Program_Application_Id in (702)"
619,"CST_WORKFLOW_ERRORS","All Workflow Errors in Cost","All Workflow Errors in Cost",19,"Health",,235,"Dependent",,235,"upper(SUBCATEGORY) in ('COST', 'BOM')","upper(SUBCATEGORY) in ('COST', 'BOM')","NULL","NULL"
620,"CST_CONC_PGM_HOLD","Cost and BOM Concurrent Programs with a Hold applied ","Cost and BOM Concurrent Programs with a Hold applied",19,"Stale",,190,"Dependent",,190,"Hold_Flag = 'Y' and Program_Application_Id in (702)","Hold_Flag = 'Y' and Program_Application_Id in (702)","NULL","NULL"
621,"CST_CONC_PGM_LONG_RUN","Top 5 Longest running Cost and BOM Programs over 60 seconds","Top 5 Longest running Cost and BOM Programs over 60 seconds",19,"Health",,190,"Dependent",,190,"Status in ('Normal', 'Warning') and Program_Application_Id in (702) and (Actual_Completion_Date- Actual_Start_Date)*24*60*60  >= 60","Status in ('Normal', 'Warning') and Program_Application_Id in (702) and (Actual_Completion_Date- Actual_Start_Date)*24*60*60  >= 60","Status in ('Normal', 'Warning') and Program_Application_Id in (702) ","Status in ('Normal', 'Warning') and Program_Application_Id in (702) "
622,"CST_CONC_PGM_DEBUG","Cost Concurrent Programs with Trace debug turned on","Cost Concurrent Programs with Trace debug turned on",19,"Stale",,191,"Dependent",,191,"Application_Id in (702) and Enabled_Flag = 'Y' AND Enable_Trace = 'Y'and Status in ('Installed', 'Shared Install')","Application_Id in (702) and Enabled_Flag = 'Y' AND Enable_Trace = 'Y'and Status in ('Installed', 'Shared Install')","Application_Id in (702) and Enabled_Flag = 'Y'","Application_Id in (702) and Enabled_Flag = 'Y'"
623,"CST_DEBUG_PROFILES","Cost Debug Profiles turned on","Cost Debug Profiles turned on",19,"Stale",,234,"Dependent",,234,"Application_Id in (702) and Profile_Option_Value ='Yes'","Application_Id in (702) and Profile_Option_Value ='Yes'","Application_Id in (702)","Application_Id in (702)"
301,"PLN_STATS_FORECAST_SETS","Active forecast sets ","Forecast Sets Statistics",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
302,"PLN_STATS_FORECAST","Active forecast ","Forecast Statistics",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
303,"PLN_FORECAST_SETS_NO_FORECAST","Active Forecast sets that have no active forcast assigned","Forecast Sets with no Forecasts",21,"Stale",,301,"Original",,"NULL","NULL","NULL","NULL","NULL"
304,"PLN_FORECAST_NO_ITEMS","Active Forecast that have no active Items  assigned","Foreacsts with no Items",21,"Stale",,302,"Original",,"NULL","NULL","NULL","NULL","NULL"
305,"PLN_FORECAST_DISABLED","Forecast or forecast sets that are disabled with a days old flag to help identify ones to purge","Disabled Forecasts",21,"Stale",,302,"Original",,"NULL","NULL","NULL","NULL","NULL"
306,"PLN_STATS_FORECAST_ITEM_COUNTS","Number of items in each forecast","Forecast Items Statistics",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
307,"PLN_STATS_MDS_NAMES","MDS names","MDS Names",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
308,"PLN_STATS_MPS_NAMES","MPS Names","MPS Names",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
309,"PLN_STATS_MRP_NAMES","MRP Names Stats","MRP Names",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
310,"PLN_STATS_ASP_NAME","Advanced Planning Stats","ASP Names",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
311,"PLN_ASP_EXCEPTIONS","Advanced planning Exceptions","ASP Exceptions",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
312,"PLN_ASP_EXCEPTION_SUMMARY","Summary count of the advanced planning exception ","ASP Exceptions Summary",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
313,"PLN_MRP_MPS_EXCEPTIONS","MRP and MPS planning Exceptions","MRP and MPS Exceptions",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
314,"PLN_STATS_ASP_ITEMS_PLANNED","Total number of items in a ASP plan","ASP Items Planned",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
315,"PLN_STATS_MRP_ITEMS_PLANNED","Total number of items in a MRP plan","MRP Items Planned",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
316,"PLN_STATS_ASP_COUNTS","Total counts from multible Advanced planning tables","ASP Count Statistics",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
317,"PLN_NONPLANNED_ITEMS_WITH_DEMA","Non Planned Items having Demand this will effect both ASCP and MRP","Nonplanned Items with Demand",21,"Health",,336,"Original",,"NULL","NULL","NULL","NULL","NULL"
318,"PLN_MRP_FORECAST_INTERFACE","MRP_FORECAST_INTERFACE - details","Interface Issues on MRP_FORECAST_INTERFACE ",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
319,"PLN_MRP_RELIEF_INTERFACE","MRP_RELIEF_INTERFACE","Interface Issues on MRP_RELIEF_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
320,"PLN_MRP_SCHEDULE_INTERFACE","MRP_SCHEDULE_INTERFACE","Interface Issues on MRP_SCHEDULE_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
321,"PLN_MSC_ERRORS","MSC_ERRORS","Interface Issues on MSC_ERRORS",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
322,"PLN_MSC_PO_REQ_INTERFACE","MSC_PO_REQUISITIONS_INTERFACE","Interface Issues on MSC_PO_REQUISITIONS_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
323,"PLN_MSC_PO_RESCH_INTERFACE","MSC_PO_RESCHEDULE_INTERFACE","Interface Issues on MSC_PO_RESCHEDULE_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
324,"PLN_ATP_RULES","ATP Rules for active stockable items","ATP Rules for active stockable items",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
325,"PLN_BACKLOG_NOT_IN_FORECAST","backlog not in forcast","Backlog not in Forecast",21,"Health",,326,"Original",,"NULL","NULL","NULL","NULL","NULL"
326,"PLN_Forecast_current_Original","Forecast current vs original","Current vs. Original Forecast",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
327,"PLN_STATS_PLANNERS","All planners (details)","Planners Statistics",21,"Stats",,327,"Original",,"NULL","NULL","NULL","NULL","NULL"
328,"PLN_MSC_BOM_BOD_INTERFACE","MSC_BOM_BOD_INTERFACE stages the BOM and sourcing rules 
uploaded on supply chain  exchange prior to","Interface Issues on MSC_BOM_BOD_INTERFACE 
uploaded on supply chain  exchange prior to",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
329,"PLN_MSC_PO_INTERFACE","MSC_PURCHASE_ORDER_INTERFACE","Interface Issues on MSC_PURCHASE_ORDER_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
330,"PLN_MSC_SO_INTERFACE","MSC_SALES_ORDER_INTERFACE","Interface Issues on MSC_SALES_ORDER_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
331,"PLN_MSC_SO_RELEASE_INTERFACE","MSC_SO_RELEASE_INTERFACE","Interface Issues on MSC_SO_RELEASE_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
332,"PLN_MSC_SUP_HEADERS_INTERFACE","MSC_SUP_HEADERS_INTERFACE","Interface Issues on MSC_SUP_HEADERS_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
333,"PLN_MSC_SUP_LINES_INTERFACE","MSC_SUP_LINES_INTERFACE","Interface Issues on MSC_SUP_LINES_INTERFACE",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
334,"PLN_WIP_JOB_SCHEDULE_INTERFACE","WIP_JOB_SCHEDULE_INTERFACE contains requests to add/delete/modify material and/or resource requirement","Interface Issues on WIP_JOB_SCHEDULE_INTERFACE ",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
335,"PLN_MSC_WIP_DTLS_INTERFACE","MSC_JOB_DTLS_INTERFACE contains requests to add/delete/modify material and/or resource requiremen","MSC_JOB_DTLS_INTERFACE contains requests to add/delete/modify material and/or resource requiremen",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
336,"PLN_MDS_ITEMS","MDS Items Statistics","MDS Items Statistics",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
337,"PLN_MPS_ITEMS","MPS Items Statistics","MPS Items Statistics",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
338,"PLN_FORECAST_ITEMS_NONPLANNED","Non-Planned Items being Forecasted","Non-Planned Items being Forecasted",21,"Health",,326,"Original",,"NULL","NULL","NULL","NULL","NULL"
339,"PLN_FCST_ITEMS_NOT_ORDERABLE","Forecasted Items that are not Order Enabled","Forecasted Items that are not Order Enabled",21,"Health",,326,"Original",,"NULL","NULL","NULL","NULL","NULL"
340,"PLN_FORECAST_ITEM_DATES","Forecast Item details with dates","Forecast Item details with dates",21,"Stats",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
341,"PLN_STALE_PLANS","Stale Plans","Stale Plans",21,"Stale",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
342,"PLN_FEATURES","Planning Features","Planning Features",21,"Feature",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
343,"PLN_INTERFACE_COUNT_STAT","Planning Interface Tables with Current Counts","Planning Interface Tables with Current Counts",21,"Interface",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
344,"PLN_STATS_PLANNERS_TERMINATED","Active Planners has been terminated","Active Planners has been terminated",21,"Health",,327,"Dependent",,327,"Planner_Disable_Date = 'NA' and 
Current_Employee = 'No'","Planner_Disable_Date = 'NA' and 
Current_Employee = 'No'","NULL","NULL"
345,"PLN_STATS_PLANNERS_DISABLED","Disabled Planners that have Items still assigned","Disabled Planners that have Items still assigned",21,"Health",,327,"Dependent",,327,"Planner_Disable_Date <> 'NA' and Count_Items_Per_Planner >0","Planner_Disable_Date <> 'NA' and Count_Items_Per_Planner >0","NULL","NULL"
346,"PLN_STATS_PLANNERS_ACTIVE","Active Planners ","Active Planners ",21,"Stats",,"NULL","Dependent",,327,"Planner_Disable_Date = 'NA' and 
Current_Employee = 'Yes'","Planner_Disable_Date = 'NA' and 
Current_Employee = 'Yes'","NULL","NULL"
347,"PLN_STATS_PLANNERS_NO_ITEMS","Active planners with no Items assigned","Active planners with no Items assigned",21,"Stale",,327,"Dependent",,327,"NULL","NULL","NULL","NULL"
348,"PLN_WORKFLOW_ERRORS","All Workflow Errors in Planning","All Workflow Errors in Planning",21,"Health",,235,"Dependent",,235,"SUBCATEGORY = 'Planning'","SUBCATEGORY = 'Planning'","NULL","NULL"
401,"PLN_ASP_NAMES_DISABLED","ASP Plans that are disabled","ASP Plans that are Disabled",21,"Stale",,310,"Dependent",,310,"disable_date <= sysdate","disable_date <= sysdate","NULL","NULL"
402,"PLN_ASP_NAMES_ANCHOR_DATE","ASP Plans where Plan End Date is in the past or within next 90 days","ASP Plans with Plan End Date in the past or next 90 days",21,"Health",,310,"Dependent",,310,"PLAN_END_DATE <= SYSDATE + 90","PLAN_END_DATE <= SYSDATE + 90","NULL","NULL"
403,"PLN_FORECAST_CONSUME_NO_DATES","Active Forecast sets with consume on and either backward or forward date is not defined","Active Forecast sets with consume on and either backward or ",21,"Health",,301,"Dependent",,301,"Upper(Consume_Forecast)= 'YES' and 
(NVL(Foreward_Update_Time_Fence, 0)=0 or  
nvl(Backward_Update_Time_Fence, 0)=0)","Upper(Consume_Forecast)= 'YES' and 
(NVL(Foreward_Update_Time_Fence, 0)=0 or  
nvl(Backward_Update_Time_Fence, 0)=0)","NULL","NULL"
404,"PLN_MDS_ACTIVE_ONLY","All Active MDS names","Active Master Demand Schedules (MDS)",21,"Stats",,"NULL","Dependent",,307,"DISABLE_DATE is null","DISABLE_DATE is null","NULL","NULL"
405,"PLN_MDS_DISABLED_ONLY","All Disabled MDS names","All Disabled MDS names",21,"Stats",,"NULL","Dependent",,307,"DISABLE_DATE is not null","DISABLE_DATE is not null","NULL","NULL"
406,"PLN_MRP_EXCEPTIONS_ONLY","MRP Exceptions","MRP Exceptions",21,"Stats",,"NULL","Dependent",,313,"Plan_Type = 'MRP'","Plan_Type = 'MRP'","NULL","NULL"
407,"PLN_MPS_EXCEPTIONS_ONLY","MPS Exceptions","MPS Exceptions",21,"Stats",,"NULL","Dependent",,313,"Plan_Type = 'MPS'","Plan_Type = 'MPS'","NULL","NULL"
408,"PLN_MDS_NAMES_DISABLED","MDS schedules that are disabled","MDS Schdules that are Disabled",21,"Stale",,"NULL","Dependent",,307,"disable_date <= sysdate","disable_date <= sysdate","NULL","NULL"
409,"PLN_MPS_NAMES_DISABLED","MPS names that are disabled","MPS Names that are Disabled",21,"Stale",,"NULL","Dependent",,308,"disable_date <= sysdate","disable_date <= sysdate","NULL","NULL"
410,"PLN_MRP_NAMES_DISABLED","MRP Plans with Upcoming Anchor date or disabled","MRP Plans with Upcoming Anchor date or Disabled",21,"Stale",,"NULL","Dependent",,309,"disable_date <= sysdate","disable_date <= sysdate","NULL","NULL"
411,"PLN_MDS_NAMES_NO_RELIEF","MDS Plans with No Relief","MDS Plans with No Relief",21,"Health",,"NULL","Dependent",,307,"Relief_Flag = 'No'","Relief_Flag = 'No'","NULL","NULL"
412,"PLN_MPS_NAMES_NO_RELIEF","MPS Plans with No Relief","MPS Plans with No Relief",21,"Health",,"NULL","Dependent",,308,"Relief_Flag = 'No'","Relief_Flag = 'No'","NULL","NULL"
414,"PLN_CONC_PGM_LONG_RUN","Top 5 Longest running Planning Programs over 60 seconds","Top 5 Longest running Planning Programs over 60 seconds",21,"Health",,190,"Dependent",,190,"Status in ('Normal', 'Warning') and Program_Application_Id in (388,700,704,722,723,724) and (Actual_Completion_Date- Actual_Start_Date)*24*60*60  >= 60","Status in ('Normal', 'Warning') and Program_Application_Id in (388,700,704,722,723,724) and (Actual_Completion_Date- Actual_Start_Date)*24*60*60  >= 60","Status in ('Normal', 'Warning') and Program_Application_Id in (388,700,704,722,723,724) ","Status in ('Normal', 'Warning') and Program_Application_Id in (388,700,704,722,723,724) "
415,"PLN_DEBUG_PROFILES","Planning Debug Profiles turned on","Planning Debug Profiles turned on",21,"Stale",,234,"Dependent",,234,"Application_Id in (388,700,704,722,723,724) and Profile_Option_Value ='Yes'","Application_Id in (388,700,704,722,723,724) and Profile_Option_Value ='Yes'","Application_Id in (388,700,704,722,723,724)","Application_Id in (388,700,704,722,723,724)"
416,"PLN_CONC_PGM_DEBUG","Planning Concurrent Programs with Trace debug turned on","Planning Concurrent Programs with Trace debug turned on",21,"Stale",,191,"Dependent",,191,"Application_Id in (388,700,704,722,723,724) and Enabled_Flag = 'Y' AND Enable_Trace = 'Y'and Status in ('Installed', 'Shared Install')","Application_Id in (388,700,704,722,723,724) and Enabled_Flag = 'Y' AND Enable_Trace = 'Y'and Status in ('Installed', 'Shared Install')","Application_Id in (388,700,704,722,723,724) and Enabled_Flag = 'Y'","Application_Id in (388,700,704,722,723,724) and Enabled_Flag = 'Y'"
525,"PLN_CONC_PGM_ERROR","Planning Concurrent Programs with Error or warning","Error or Warning in Concurrent programs for Planning modules",21,"Health",,190,"Dependent",,190,"Status in ('Error', 'Warning') and Program_Application_Id in (388,700,704,722,723,724)","Status in ('Error', 'Warning') and Program_Application_Id in (388,700,704,722,723,724)","Program_Application_Id in (388,700,704,722,723,724)","Program_Application_Id in (388,700,704,722,723,724)"
526,"PLN_CONC_PGM_HOLD","Planning Concurrent Programs with a Hold applied ","Planning Concurrent Programs with a Hold applied ",21,"Stale",,190,"Dependent",,190,"Hold_Flag = 'Y' and Program_Application_Id in (388,700,704,722,723,724)","Hold_Flag = 'Y' and Program_Application_Id in (388,700,704,722,723,724)","NULL","NULL"
906,"SYS_AME_APPROVALS_RESOURCE","All Active AME approvel group resources","All Active AME approvel group resources",22,"NULL",,"NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
190,"QDP_CONC_PGM_ERRORS","Concurrent Program Errors","Concurrent Program Errors",23,"Stats","select fnd.request_id , fnd.Requested_start_date, fnd.Actual_start_date,
fnd.CONCURRENT_PROGRAM_ID, fnd.PROGRAM_APPLICATION_ID, decode(fnd.phase_code, 'P', 'Pending requests',
'R', 'Running requests','C', 'Completed requests',phase_code) phase, fnd.STATUS_CODE, nvl(meaning, 'UNKNOWN') status, 
fnd.hold_flag ,
fnd.NUMBER_OF_COPIES, fnd.PRINTER, fnd.COMPLETION_TEXT, fnd.RESUBMITTED, fu.user_id, fu.user_name, fu.EMAIL_ADDRESS,
actual_completion_date
from fnd_concurrent_requests@xxx fnd,
fnd_user@xxx fu,
fnd_lookups@xxx l
where fnd.REQUESTED_BY = fu.user_id
AND l.LOOKUP_TYPE = 'CP_STATUS_CODE'
AND l.lookup_code = fnd.status_code","NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
191,"QDP_STAT_CONC_PGMS","NULL","Concurrent Program Statistics",23,"Stats","select CONCURRENT_PROGRAM_NAME Program_short_name, 
 nvl(USER_CONCURRENT_PROGRAM_NAME,cp.DESCRIPTION)Program_name,
 CONCURRENT_PROGRAM_ID, APPLICATION_ID,
 CREATION_DATE, CREATED_BY, ENABLED_FLAG, RUN_ALONE_FLAG, enable_trace
 from  fnd_concurrent_programs_Vl@XXX cp
 where ENABLED_FLAG = 'Y'","NULL","Original",,"NULL","NULL","NULL","NULL","NULL"
